10000055	Abingdon and Witney College 	Q01 	92%
10008119	Bridgend College 	Q21 	83%
10008119	Bridgend College 	Q22 	87%
10008119	Bridgend College 	Q24 	58%
10008569	Tyne Metropolitan College 	Q01 	94%
10008569	Tyne Metropolitan College 	Q02 	90%
10008569	Tyne Metropolitan College 	Q03 	95%
10008569	Tyne Metropolitan College 	Q04 	87%
10008569	Tyne Metropolitan College 	Q05 	90%
10008569	Tyne Metropolitan College 	Q06 	93%
10008569	Tyne Metropolitan College 	Q07 	88%
10008569	Tyne Metropolitan College 	Q08 	90%
10008569	Tyne Metropolitan College 	Q09 	84%
10008569	Tyne Metropolitan College 	Q10 	96%
10008569	Tyne Metropolitan College 	Q11 	96%
10008569	Tyne Metropolitan College 	Q12 	86%
10008569	Tyne Metropolitan College 	Q13 	89%
10008569	Tyne Metropolitan College 	Q14 	90%
10008569	Tyne Metropolitan College 	Q15 	90%
10008569	Tyne Metropolitan College 	Q16 	70%
10008569	Tyne Metropolitan College 	Q17 	81%
10008569	Tyne Metropolitan College 	Q18 	79%
10008569	Tyne Metropolitan College 	Q19 	86%
10008569	Tyne Metropolitan College 	Q20 	88%
10008569	Tyne Metropolitan College 	Q21 	86%
10008569	Tyne Metropolitan College 	Q22 	91%
10008569	Tyne Metropolitan College 	Q24 	49%
10008634	Coleg Sir Gar 	Q01 	92%
10008634	Coleg Sir Gar 	Q02 	91%
10008634	Coleg Sir Gar 	Q03 	93%
10008634	Coleg Sir Gar 	Q04 	89%
10008634	Coleg Sir Gar 	Q05 	81%
10008634	Coleg Sir Gar 	Q06 	86%
10008634	Coleg Sir Gar 	Q07 	89%
10008634	Coleg Sir Gar 	Q08 	87%
10008634	Coleg Sir Gar 	Q09 	82%
10008634	Coleg Sir Gar 	Q10 	88%
10008634	Coleg Sir Gar 	Q11 	93%
10008634	Coleg Sir Gar 	Q12 	89%
10008634	Coleg Sir Gar 	Q13 	85%
10008634	Coleg Sir Gar 	Q14 	78%
10008634	Coleg Sir Gar 	Q15 	79%
10008634	Coleg Sir Gar 	Q16 	81%
10008634	Coleg Sir Gar 	Q17 	82%
10008634	Coleg Sir Gar 	Q18 	86%
10008634	Coleg Sir Gar 	Q19 	87%
10008634	Coleg Sir Gar 	Q20 	86%
10008634	Coleg Sir Gar 	Q21 	88%
10008634	Coleg Sir Gar 	Q22 	87%
10008634	Coleg Sir Gar 	Q24 	67%
10008640	Falmouth University 	Q01 	84%
10008640	Falmouth University 	Q02 	83%
10008640	Falmouth University 	Q03 	87%
10008640	Falmouth University 	Q04 	77%
10008640	Falmouth University 	Q05 	65%
10008640	Falmouth University 	Q06 	74%
10008640	Falmouth University 	Q07 	67%
10008640	Falmouth University 	Q08 	75%
10008640	Falmouth University 	Q09 	69%
10008640	Falmouth University 	Q10 	79%
10008640	Falmouth University 	Q11 	82%
10008640	Falmouth University 	Q12 	78%
10008640	Falmouth University 	Q13 	72%
10008640	Falmouth University 	Q14 	59%
10008640	Falmouth University 	Q15 	55%
10008640	Falmouth University 	Q16 	95%
10008640	Falmouth University 	Q17 	95%
10008640	Falmouth University 	Q18 	82%
10008640	Falmouth University 	Q19 	80%
10008640	Falmouth University 	Q20 	84%
10008640	Falmouth University 	Q21 	78%
10008640	Falmouth University 	Q22 	79%
10008640	Falmouth University 	Q24 	73%
10008912	Coleg Gwent 	Q01 	89%
10008912	Coleg Gwent 	Q02 	89%
10008912	Coleg Gwent 	Q03 	86%
10008912	Coleg Gwent 	Q04 	81%
10008912	Coleg Gwent 	Q05 	70%
10008912	Coleg Gwent 	Q06 	81%
10008912	Coleg Gwent 	Q07 	59%
10008912	Coleg Gwent 	Q08 	73%
10008912	Coleg Gwent 	Q09 	73%
10008912	Coleg Gwent 	Q10 	78%
10008912	Coleg Gwent 	Q11 	86%
10008912	Coleg Gwent 	Q12 	81%
10008912	Coleg Gwent 	Q13 	89%
10008912	Coleg Gwent 	Q14 	68%
10008912	Coleg Gwent 	Q15 	50%
10008912	Coleg Gwent 	Q16 	78%
10008912	Coleg Gwent 	Q17 	81%
10008912	Coleg Gwent 	Q18 	63%
10008912	Coleg Gwent 	Q19 	86%
10008912	Coleg Gwent 	Q20 	84%
10008912	Coleg Gwent 	Q21 	84%
10008912	Coleg Gwent 	Q22 	67%
10008912	Coleg Gwent 	Q24 	57%
10008914	Coleg Morgannwg 	Q01 	87%
10008914	Coleg Morgannwg 	Q02 	82%
10008914	Coleg Morgannwg 	Q03 	87%
10008914	Coleg Morgannwg 	Q04 	82%
10008914	Coleg Morgannwg 	Q05 	92%
10008914	Coleg Morgannwg 	Q06 	92%
10008914	Coleg Morgannwg 	Q07 	68%
10008914	Coleg Morgannwg 	Q08 	66%
10008914	Coleg Morgannwg 	Q09 	63%
10008914	Coleg Morgannwg 	Q10 	84%
10008914	Coleg Morgannwg 	Q11 	81%
10008914	Coleg Morgannwg 	Q12 	73%
10008914	Coleg Morgannwg 	Q13 	76%
10008914	Coleg Morgannwg 	Q14 	83%
10008914	Coleg Morgannwg 	Q15 	76%
10008914	Coleg Morgannwg 	Q16 	71%
10008914	Coleg Morgannwg 	Q17 	74%
10008914	Coleg Morgannwg 	Q18 	86%
10008914	Coleg Morgannwg 	Q19 	76%
10008914	Coleg Morgannwg 	Q20 	76%
10008914	Coleg Morgannwg 	Q21 	74%
10008914	Coleg Morgannwg 	Q22 	82%
10008914	Coleg Morgannwg 	Q24 	44%
10009439	Stanmore College 	Q01 	73%
10009439	Stanmore College 	Q02 	78%
10009439	Stanmore College 	Q03 	84%
10009439	Stanmore College 	Q04 	73%
10009439	Stanmore College 	Q05 	97%
10009439	Stanmore College 	Q06 	81%
10009439	Stanmore College 	Q07 	92%
10009439	Stanmore College 	Q08 	92%
10009439	Stanmore College 	Q09 	73%
10009439	Stanmore College 	Q10 	73%
10009439	Stanmore College 	Q11 	75%
10009439	Stanmore College 	Q12 	63%
10009439	Stanmore College 	Q13 	84%
10009439	Stanmore College 	Q14 	70%
10009439	Stanmore College 	Q15 	65%
10009439	Stanmore College 	Q16 	70%
10009439	Stanmore College 	Q17 	76%
10009439	Stanmore College 	Q18 	56%
10009439	Stanmore College 	Q19 	65%
10009439	Stanmore College 	Q20 	73%
10009439	Stanmore College 	Q21 	73%
10009439	Stanmore College 	Q22 	73%
10009439	Stanmore College 	Q24 	31%
10009619	Merthyr Tydfil College 	Q01 	84%
10009619	Merthyr Tydfil College 	Q02 	80%
10009619	Merthyr Tydfil College 	Q03 	84%
10009619	Merthyr Tydfil College 	Q04 	80%
10009619	Merthyr Tydfil College 	Q05 	80%
10009619	Merthyr Tydfil College 	Q06 	85%
10009619	Merthyr Tydfil College 	Q07 	79%
10009619	Merthyr Tydfil College 	Q08 	80%
10009619	Merthyr Tydfil College 	Q09 	69%
10009619	Merthyr Tydfil College 	Q10 	82%
10009619	Merthyr Tydfil College 	Q11 	87%
10009619	Merthyr Tydfil College 	Q12 	80%
10009619	Merthyr Tydfil College 	Q13 	85%
10009619	Merthyr Tydfil College 	Q14 	70%
10009619	Merthyr Tydfil College 	Q15 	66%
10009619	Merthyr Tydfil College 	Q16 	75%
10009619	Merthyr Tydfil College 	Q17 	87%
10009619	Merthyr Tydfil College 	Q18 	71%
10009619	Merthyr Tydfil College 	Q19 	75%
10009619	Merthyr Tydfil College 	Q20 	82%
10009619	Merthyr Tydfil College 	Q21 	79%
10009619	Merthyr Tydfil College 	Q22 	82%
10009619	Merthyr Tydfil College 	Q24 	45%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	81%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	77%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	82%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	81%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	76%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	77%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	59%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	69%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	62%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	74%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	77%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	72%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	78%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	66%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	63%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	80%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	85%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	78%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	79%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	82%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	79%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	80%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	50%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	68%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	92%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	79%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	85%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	78%
10014001	Universities of East Anglia and Essex	 Joint Provision at University Campus Suffolk 	78%
10023139	The Manchester College 	Q01 	93%
10023139	The Manchester College 	Q02 	87%
10023139	The Manchester College 	Q03 	89%
10023139	The Manchester College 	Q04 	83%
10023139	The Manchester College 	Q05 	79%
10023139	The Manchester College 	Q06 	80%
10023139	The Manchester College 	Q07 	76%
10023139	The Manchester College 	Q08 	82%
10023139	The Manchester College 	Q09 	77%
10023139	The Manchester College 	Q10 	85%
10023139	The Manchester College 	Q11 	87%
10023139	The Manchester College 	Q12 	84%
10023139	The Manchester College 	Q13 	82%
10023139	The Manchester College 	Q14 	73%
10023139	The Manchester College 	Q15 	73%
10023139	The Manchester College 	Q16 	73%
10023139	The Manchester College 	Q17 	76%
10023139	The Manchester College 	Q18 	71%
10023139	The Manchester College 	Q19 	85%
10023139	The Manchester College 	Q20 	87%
10023139	The Manchester College 	Q21 	87%
10023139	The Manchester College 	Q22 	86%
10023139	The Manchester College 	Q24 	55%
10023526	South Staffordshire College 	Q01 	93%
10023526	South Staffordshire College 	Q02 	89%
10023526	South Staffordshire College 	Q03 	94%
10023526	South Staffordshire College 	Q04 	89%
10023526	South Staffordshire College 	Q05 	92%
10023526	South Staffordshire College 	Q06 	92%
10023526	South Staffordshire College 	Q07 	71%
10023526	South Staffordshire College 	Q08 	86%
10023526	South Staffordshire College 	Q09 	82%
10023526	South Staffordshire College 	Q10 	92%
10023526	South Staffordshire College 	Q11 	93%
10023526	South Staffordshire College 	Q12 	86%
10023526	South Staffordshire College 	Q13 	85%
10023526	South Staffordshire College 	Q14 	84%
10023526	South Staffordshire College 	Q15 	86%
10023526	South Staffordshire College 	Q16 	64%
10023526	South Staffordshire College 	Q17 	85%
10023526	South Staffordshire College 	Q18 	76%
10023526	South Staffordshire College 	Q19 	88%
10023526	South Staffordshire College 	Q20 	82%
10023526	South Staffordshire College 	Q21 	83%
10023526	South Staffordshire College 	Q22 	88%
10023526	South Staffordshire College 	Q24 	56%
10024962	Leeds City College 	Q01 	86%
10024962	Leeds City College 	Q02 	81%
10024962	Leeds City College 	Q03 	84%
10024962	Leeds City College 	Q04 	79%
10024962	Leeds City College 	Q05 	66%
10024962	Leeds City College 	Q06 	70%
10024962	Leeds City College 	Q07 	59%
10024962	Leeds City College 	Q08 	70%
10024962	Leeds City College 	Q09 	60%
10024962	Leeds City College 	Q10 	78%
10024962	Leeds City College 	Q11 	83%
10024962	Leeds City College 	Q12 	76%
10024962	Leeds City College 	Q13 	75%
10024962	Leeds City College 	Q14 	69%
10024962	Leeds City College 	Q15 	60%
10024962	Leeds City College 	Q16 	71%
10024962	Leeds City College 	Q17 	76%
10024962	Leeds City College 	Q18 	67%
10024962	Leeds City College 	Q19 	75%
10024962	Leeds City College 	Q20 	78%
10024962	Leeds City College 	Q21 	75%
10024962	Leeds City College 	Q22 	79%
10024962	Leeds City College 	Q24 	52%
10034450	Cardiff and Vale College 	Q01 	95%
10034450	Cardiff and Vale College 	Q02 	80%
10034450	Cardiff and Vale College 	Q03 	86%
10034450	Cardiff and Vale College 	Q04 	89%
10034450	Cardiff and Vale College 	Q05 	82%
10034450	Cardiff and Vale College 	Q06 	82%
10034450	Cardiff and Vale College 	Q07 	73%
10034450	Cardiff and Vale College 	Q08 	70%
10034450	Cardiff and Vale College 	Q09 	66%
10034450	Cardiff and Vale College 	Q10 	75%
10034450	Cardiff and Vale College 	Q11 	91%
10034450	Cardiff and Vale College 	Q12 	83%
10034450	Cardiff and Vale College 	Q13 	77%
10034450	Cardiff and Vale College 	Q14 	71%
10034450	Cardiff and Vale College 	Q15 	53%
10034450	Cardiff and Vale College 	Q16 	64%
10034450	Cardiff and Vale College 	Q17 	77%
10034450	Cardiff and Vale College 	Q18 	71%
10034450	Cardiff and Vale College 	Q19 	74%
10034450	Cardiff and Vale College 	Q20 	79%
10034450	Cardiff and Vale College 	Q21 	67%
10034450	Cardiff and Vale College 	Q22 	66%
10034450	Cardiff and Vale College 	Q24 	55%
10036143	South Gloucestershire and Stroud College 	Q01 	84%
10036143	South Gloucestershire and Stroud College 	Q02 	82%
10036143	South Gloucestershire and Stroud College 	Q03 	82%
10036143	South Gloucestershire and Stroud College 	Q04 	79%
10036143	South Gloucestershire and Stroud College 	Q05 	73%
10036143	South Gloucestershire and Stroud College 	Q06 	82%
10036143	South Gloucestershire and Stroud College 	Q07 	54%
10036143	South Gloucestershire and Stroud College 	Q08 	76%
10036143	South Gloucestershire and Stroud College 	Q09 	72%
10036143	South Gloucestershire and Stroud College 	Q10 	72%
10036143	South Gloucestershire and Stroud College 	Q11 	68%
10036143	South Gloucestershire and Stroud College 	Q12 	75%
10036143	South Gloucestershire and Stroud College 	Q13 	81%
10036143	South Gloucestershire and Stroud College 	Q14 	62%
10036143	South Gloucestershire and Stroud College 	Q15 	56%
10036143	South Gloucestershire and Stroud College 	Q16 	74%
10036143	South Gloucestershire and Stroud College 	Q17 	59%
10036143	South Gloucestershire and Stroud College 	Q18 	54%
10036143	South Gloucestershire and Stroud College 	Q19 	83%
10036143	South Gloucestershire and Stroud College 	Q20 	82%
10036143	South Gloucestershire and Stroud College 	Q21 	80%
10036143	South Gloucestershire and Stroud College 	Q22 	79%
10036143	South Gloucestershire and Stroud College 	Q24 	61%
10037344	Easton and Otley College 	Q01 	91%
10037344	Easton and Otley College 	Q02 	91%
10037344	Easton and Otley College 	Q03 	89%
10037344	Easton and Otley College 	Q04 	86%
10037344	Easton and Otley College 	Q05 	82%
10037344	Easton and Otley College 	Q06 	86%
10037344	Easton and Otley College 	Q07 	61%
10037344	Easton and Otley College 	Q08 	86%
10037344	Easton and Otley College 	Q09 	84%
10037344	Easton and Otley College 	Q10 	86%
10037344	Easton and Otley College 	Q11 	84%
10037344	Easton and Otley College 	Q12 	74%
10037344	Easton and Otley College 	Q13 	84%
10037344	Easton and Otley College 	Q14 	74%
10037344	Easton and Otley College 	Q15 	63%
10037344	Easton and Otley College 	Q16 	82%
10037344	Easton and Otley College 	Q17 	73%
10037344	Easton and Otley College 	Q18 	71%
10037344	Easton and Otley College 	Q19 	79%
10037344	Easton and Otley College 	Q20 	80%
10037344	Easton and Otley College 	Q21 	71%
10037344	Easton and Otley College 	Q22 	79%
10037344	Easton and Otley College 	Q24 	55%
